status,url,urlFinal,lastErrorMessage,bullJobId
"ERROR","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241243169233000125650530000751261003347588|2|1|1|32BE2898ECC65D8E5065F9B5D43386B23D758FBC","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241243169233000125650530000751261003347588|2|1|1|32BE2898ECC65D8E5065F9B5D43386B23D758FBC","	Nota Fiscal de Consumidor Eletrônica Portal Estadual da NFC-e       ................. P R O D U Ç Ã O ...................    Chave de acesso:      Código impresso ao lado   	 Se não conseguir visualizar a imagem, clique aqui.            V. 02.05.00   SECRETARIA DA FAZENDA DO ESTADO DA BAHIA - Elemento #tabResult tr não encontrado na página.","1784"
"ERROR","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136407981178058799|2|1|1|DEBEB8B3D27A0CC0C900B002A9FE5F30ADE29E12","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136407981178058799|2|1|1|DEBEB8B3D27A0CC0C900B002A9FE5F30ADE29E12","	Nota Fiscal de Consumidor Eletrônica Portal Estadual da NFC-e       ................. P R O D U Ç Ã O ...................    Chave de acesso:      Código impresso ao lado   	 Se não conseguir visualizar a imagem, clique aqui.    Ocorreu um erro: Object reference not set to an instance of an object.        V. 02.05.00   SECRETARIA DA FAZENDA DO ESTADO DA BAHIA - Elemento #tabResult tr não encontrado na página.","1846"
"ERROR","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241215714932000254650040000347879302682070|2|1|23|59.99|442f5454664962704c5974386a63664f4347334e70362f445247673d|1|3DAD2F165F834A864D45BE787C41967C0D52916B","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241215714932000254650040000347879302682070|2|1|23|59.99|442f5454664962704c5974386a63664f4347334e70362f445247673d|1|3DAD2F165F834A864D45BE787C41967C0D52916B","	Nota Fiscal de Consumidor Eletrônica Portal Estadual da NFC-e      [QRCode v2.00]: Não foi possível obter informações sobre a NFC-e.      SECRETARIA DA FAZENDA DO ESTADO DA BAHIA - Elemento #tabResult tr não encontrado na página.","1926"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241202737654008102650100000538251156546248|2|1|1|93528a60fcc347759bc5920b7b6c595b9775e242","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241202737654008102650100000538251156546248|2|1|1|93528a60fcc347759bc5920b7b6c595b9775e242"," - Navigation timeout of 60000 ms exceeded","90"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241247960950076101652030000077191173387168|2|1|1|D7154F9B0387C4E51F713D0013659A091492DB3D","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241247960950076101652030000077191173387168|2|1|1|D7154F9B0387C4E51F713D0013659A091492DB3D"," - Navigation timeout of 60000 ms exceeded","138"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241243283811021157650010006439081006439154|2|1|1|B88FA8C978B242368EAD7F67D0BF4FE1A54E88BC","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241243283811021157650010006439081006439154|2|1|1|B88FA8C978B242368EAD7F67D0BF4FE1A54E88BC"," - Navigation timeout of 60000 ms exceeded","140"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241202125266002725650040001311751003126780|2|1|4|8133D5C64C5C35FDD56513E1384F21C30D420DAE","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241202125266002725650040001311751003126780|2|1|4|8133D5C64C5C35FDD56513E1384F21C30D420DAE"," - Navigation timeout of 60000 ms exceeded","141"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241233200056014441650280001175341939229431|2|1|1|D115ABE01C11394E854BD9B2D2E965B406655D1B","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241233200056014441650280001175341939229431|2|1|1|D115ABE01C11394E854BD9B2D2E965B406655D1B"," - Navigation timeout of 60000 ms exceeded","143"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136186201177788995|2|1|1|36C9F293BC8220B8DA082041AB1F10C105AA3583","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136186201177788995|2|1|1|36C9F293BC8220B8DA082041AB1F10C105AA3583"," - Navigation timeout of 60000 ms exceeded","144"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136459051178122840|2|1|1|3B90E8204A63E04A46A76D9417A8C8D87E20298B","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136459051178122840|2|1|1|3B90E8204A63E04A46A76D9417A8C8D87E20298B"," - Browser crashed or was closed unexpectedly during navigation.","152"
